industrySlug,industryPageRef,moduleType,headline,body,statValue,statLabel,mediaImage,mediaImageAlt,buttonLabel,buttonUrl,badgeText,sortOrder,isActive
/industries/auto-repair-shop-funding,,use_of_funds_card,Common funding uses in Auto Repair Shop,TODO: Add 3-5 specific auto repair shop use-of-funds bullets backed by real cases.,,,,,Start Your Application,/apply,Common Need,1,true
/industries/auto-repair-shop-funding,,qualification_card,What Auto Repair Shop operators should have ready,TODO: Add concrete qualification and documentation prep items.,,,,,Talk With Our Team,/contact,Preparation,2,true
/industries/auto-repair-shop-funding,,process_card,How the review process works,"TODO: Add factual, step-by-step process guidance with no guaranteed outcome claims.",,,,,Start Your Application,/apply,Process,3,true
/industries/salon-spa-business-funding,,use_of_funds_card,Common funding uses in Salon Spa Business,TODO: Add 3-5 specific salon spa business use-of-funds bullets backed by real cases.,,,,,Start Your Application,/apply,Common Need,1,true
/industries/salon-spa-business-funding,,qualification_card,What Salon Spa Business operators should have ready,TODO: Add concrete qualification and documentation prep items.,,,,,Talk With Our Team,/contact,Preparation,2,true
/industries/salon-spa-business-funding,,process_card,How the review process works,"TODO: Add factual, step-by-step process guidance with no guaranteed outcome claims.",,,,,Start Your Application,/apply,Process,3,true
/industries/wholesale-distributor-funding,,use_of_funds_card,Common funding uses in Wholesale Distributor,TODO: Add 3-5 specific wholesale distributor use-of-funds bullets backed by real cases.,,,,,Start Your Application,/apply,Common Need,1,true
/industries/wholesale-distributor-funding,,qualification_card,What Wholesale Distributor operators should have ready,TODO: Add concrete qualification and documentation prep items.,,,,,Talk With Our Team,/contact,Preparation,2,true
/industries/wholesale-distributor-funding,,process_card,How the review process works,"TODO: Add factual, step-by-step process guidance with no guaranteed outcome claims.",,,,,Start Your Application,/apply,Process,3,true
/industries/manufacturing-business-funding,,use_of_funds_card,Common funding uses in Manufacturing Business,TODO: Add 3-5 specific manufacturing business use-of-funds bullets backed by real cases.,,,,,Start Your Application,/apply,Common Need,1,true
/industries/manufacturing-business-funding,,qualification_card,What Manufacturing Business operators should have ready,TODO: Add concrete qualification and documentation prep items.,,,,,Talk With Our Team,/contact,Preparation,2,true
/industries/manufacturing-business-funding,,process_card,How the review process works,"TODO: Add factual, step-by-step process guidance with no guaranteed outcome claims.",,,,,Start Your Application,/apply,Process,3,true
/industries/staffing-agency-funding,,use_of_funds_card,Common funding uses in Staffing Agency,TODO: Add 3-5 specific staffing agency use-of-funds bullets backed by real cases.,,,,,Start Your Application,/apply,Common Need,1,true
/industries/staffing-agency-funding,,qualification_card,What Staffing Agency operators should have ready,TODO: Add concrete qualification and documentation prep items.,,,,,Talk With Our Team,/contact,Preparation,2,true
/industries/staffing-agency-funding,,process_card,How the review process works,"TODO: Add factual, step-by-step process guidance with no guaranteed outcome claims.",,,,,Start Your Application,/apply,Process,3,true
/industries/law-firm-funding,,use_of_funds_card,Common funding uses in Law Firm,TODO: Add 3-5 specific law firm use-of-funds bullets backed by real cases.,,,,,Start Your Application,/apply,Common Need,1,true
/industries/law-firm-funding,,qualification_card,What Law Firm operators should have ready,TODO: Add concrete qualification and documentation prep items.,,,,,Talk With Our Team,/contact,Preparation,2,true
/industries/law-firm-funding,,process_card,How the review process works,"TODO: Add factual, step-by-step process guidance with no guaranteed outcome claims.",,,,,Start Your Application,/apply,Process,3,true
/industries/home-services-funding,,use_of_funds_card,Common funding uses in Home Services,TODO: Add 3-5 specific home services use-of-funds bullets backed by real cases.,,,,,Start Your Application,/apply,Common Need,1,true
/industries/home-services-funding,,qualification_card,What Home Services operators should have ready,TODO: Add concrete qualification and documentation prep items.,,,,,Talk With Our Team,/contact,Preparation,2,true
/industries/home-services-funding,,process_card,How the review process works,"TODO: Add factual, step-by-step process guidance with no guaranteed outcome claims.",,,,,Start Your Application,/apply,Process,3,true
